appid,release_year,Priece,user_score,meta_score
40420,2010,$2.49,65%,75%
40500,2009,$2.99,23%,
40700,2009,$4.49,95%,85%
40720,2009,$1.49,85%,
40800,2010,$14.99,94%,87%
40930,2010,$1.24,88%,79%
40950,2013,$1.79,95%,81%
40960,,$3.74,87%,
40970,2013,$1.99,97%,78%
40980,2016,$4.49,85%,
40990,2002,$4.94,89%,88%
41000,2009,$1.49,93%,68%
41014,2010,$3.99,90%,76%
41050,2019,$0.99,96%,87%
41060,2019,$0.99,96%,85%
41070,2011,$3.99,88%,72%
41100,2009,,70%,
41300,2009,,92%,79%
41310,,,,
41400,2009,$2.99,,
41500,2009,$7.49,91%,83%
41600,2009,$19.99,49%,
41660,2010,$7.99,,
41680,2011,$7.99,,
41700,2010,$5.99,95%,80%
41730,2010,$2.49,68%,62%
41740,2011,$2.49,79%,
41800,2009,$3.74,74%,72%
41900,2005,$3.99,76%,70%
42000,2011,$4.99,,
42120,2010,$0.99,72%,70%
42140,2011,$0.99,67%,77%
42147,2011,$0.51,,
42147,2011,$0.51,,
42170,2012,$1.49,55%,52%
42200,2009,$4.89,82%,77%
42210,2011,$4.89,72%,
42220,2011,$4.89,89%,
42230,2011,$4.89,67%,
42500,2010,$0.99,60%,
42670,2010,$7.49,92%,76%
42700,2010,$19.99,90%,81%
42810,2009,$2.49,69%,
42850,2010,$2.49,84%,
42890,2010,$4.99,88%,75%
42900,2010,$2.49,,65%
42910,2011,$2.49,88%,74%
42920,2010,$2.49,39%,71%
42930,2009,$0.51,,
42940,2009,$0.51,,
42960,2010,$4.99,92%,75%
42980,2010,$2.49,70%,
42990,2012,$6.24,43%,65%
43000,2010,$4.99,61%,63%
43100,2009,$1.49,82%,
43190,2011,$2.69,85%,51%
43500,2010,$2.99,42%,53%
43600,2010,$4.89,89%,76%
44100,2010,$4.99,87%,
44340,1983,,51%,67%
44350,1983,,83%,80%
44360,1989,,75%,83%
44600,2012,$3.49,65%,
44690,2005,$3.99,89%,84%
45000,2010,$4.99,90%,75%
45100,2010,$4.99,82%,
45200,2020,$4.99,,
45300,2009,$9.99,65%,78%
45400,2010,$0.99,91%,
45410,2011,$9.99,57%,59%
45450,2011,$1.99,91%,74%
45700,2008,$19.99,91%,78%
45710,2010,,53%,57%
45720,2010,,63%,70%
45730,2010,,48%,
45740,2010,$5.99,77%,78%
45750,2010,,67%,63%
45760,2014,$7.49,89%,
45770,2011,$5.99,78%,66%
46000,2010,$4.99,69%,73%
46200,2010,$0.59,65%,
46250,2010,$1.39,70%,
46260,2010,$0.99,80%,
46270,2010,$0.79,81%,
46280,2010,$0.79,41%,
46290,2007,$0.79,61%,66%
46340,2009,$0.99,68%,63%
46350,2010,$0.79,54%,
46360,2010,$0.99,68%,
46370,2010,$0.99,56%,61%
46380,2010,$0.79,49%,60%
46400,2010,$0.74,41%,
46410,2010,$0.99,68%,68%
46440,2010,$0.99,29%,
46450,2010,$0.99,61%,65%
46460,2006,,81%,
46480,2005,$0.79,82%,75%
46490,2009,$0.79,46%,67%
46500,2002,$1.94,88%,82%
46510,2004,$1.94,85%,80%
46520,2011,$0.99,57%,
46540,2011,$0.99,39%,50%
46550,2002,$0.79,54%,71%
46560,2002,$1.19,63%,80%
46570,2011,$0.99,52%,
46600,2010,$0.99,72%,
46700,2009,$1.99,,
46710,2009,$0.99,,
46730,2010,$1.99,23%,
46740,2010,$0.59,32%,
46750,2010,$2.59,61%,75%
46760,2011,$0.99,,
46770,2010,$5.99,78%,38%
46790,2010,$2.24,,66%
46830,2011,$1.99,,
46830,2011,$1.99,,
46840,2011,$1.99,,
46850,2010,$1.49,60%,
47000,2008,,87%,
47110,2007,$9.99,,
47120,2009,$9.99,,
47130,2008,$9.99,,
47400,2012,$2.99,31%,
47410,2012,,64%,75%
47520,2010,,,
47540,2010,,83%,83%
47700,2010,,17%,64%
47730,2010,$3.99,93%,82%
47780,2011,$4.99,93%,87%
47790,2010,$4.99,72%,72%
47800,1985,,71%,77%
47810,2010,$7.49,90%,91%
47870,2010,,82%,86%
47880,2010,$4.49,98%,86%
47890,2011,$19.99,86%,86%
47920,2011,,67%,84%
48000,2011,$2.49,93%,88%
48110,2010,$2.49,44%,62%
48150,2010,$1.24,,
48190,2011,$6.59,89%,88%
48220,2011,$19.99,48%,77%
48240,2011,$4.99,60%,83%
48700,2010,$4.99,97%,78%
48720,2011,$2.49,87%,68%
48800,2010,$4.99,50%,49%
48900,1985,,79%,
48950,2010,$9.99,86%,76%
49000,2010,$6.99,79%,
49300,2010,$9.99,48%,68%
49320,2010,$4.99,54%,
49330,2011,$9.99,64%,56%
49470,2011,,87%,77%
49520,2012,$4.99,93%,89%
49540,,$5.99,58%,45%
49600,2010,$2.99,94%,70%
49800,2010,$4.99,39%,
49810,2011,$4.99,79%,55%
49900,2010,$4.99,67%,76%
50000,2010,$9.99,94%,80%
50130,2011,$9.89,95%,77%
50300,2012,$5.99,93%,76%
50400,,,,
50620,2010,$4.99,89%,83%
50820,2010,,72%,
50910,2007,$3.49,,
50930,2010,$4.99,,
50960,2005,$4.99,76%,
50970,2007,$3.49,,
50980,2006,$3.49,,
50990,2006,$4.99,90%,
50990,2006,$4.99,90%,
51000,2010,$4.99,82%,
51010,2008,$4.99,79%,
51010,2008,$4.99,79%,
51020,2009,$3.49,,
51060,2011,$4.99,84%,
51060,2011,$4.99,84%,
55000,2010,$4.99,83%,72%
55020,2010,$4.99,55%,
55040,2011,$4.99,89%,75%
55100,2011,$3.99,60%,70%
55110,2011,$4.99,72%,75%
55130,,,,
55140,2010,$4.99,86%,
55150,2011,$14.99,91%,74%
55190,,,,
55210,,,,
55230,2011,$4.99,95%,84%
56437,2011,$7.49,90%,
56438,2011,$2.49,,
57000,2010,$1.49,89%,
57200,2010,$2.99,90%,79%
57300,2010,$2.99,94%,85%
57400,2011,$4.99,98%,91%
57620,2010,$5.99,54%,66%
57640,2010,$1.79,93%,
57650,2011,$2.99,45%,65%
57680,2011,$3.99,71%,57%
57690,2011,$7.49,91%,78%
57700,2011,$1.19,70%,76%
57740,2012,$4.99,71%,62%
57800,2010,$4.99,46%,62%
57900,2011,$3.99,67%,54%
58200,2010,$5.49,88%,71%
58230,2012,$5.49,84%,73%
58400,2010,$4.99,34%,76%
58520,2010,$1.99,75%,73%
58550,2011,$9.99,33%,
58560,2011,$0.99,89%,79%
58570,2011,$0.99,84%,75%
58610,2012,$2.49,77%,81%
60340,2011,$3.39,64%,
60350,2011,$3.39,87%,
60600,2010,,56%,
60700,2010,$9.99,,
60800,2010,$2.39,47%,
61100,2011,$4.99,76%,
61310,2011,$6.99,75%,
61500,2010,$1.49,77%,
61510,2010,$2.49,81%,86%
61520,2010,$2.49,89%,82%
61600,2010,$0.99,86%,
61700,2011,$2.49,85%,76%
61730,2012,$1.39,94%,
62000,2010,$1.24,92%,
62100,2010,$0.99,93%,
63000,2011,$4.99,81%,
63110,2010,$9.99,69%,59%
63200,2011,$4.99,78%,82%
63380,1985,,88%,66%
63500,2010,$1.49,78%,
63610,2010,$2.39,87%,83%
63620,,$2.39,77%,
63650,2010,$3.99,78%,
63660,2011,$2.39,84%,
63700,2010,$6.99,80%,
63710,2011,$6.99,86%,10%
63800,2010,$4.99,61%,
63900,2010,$0.99,84%,67%
63910,2010,$3.74,91%,78%
63940,2011,$1.59,64%,68%
63950,2011,,66%,60%
63960,2011,$1.39,42%,49%
64000,2011,$1.99,88%,77%
65070,2013,$2.99,52%,
65080,2011,$4.99,74%,
65200,2010,$0.99,33%,
65270,2011,$5.99,88%,
65300,2012,$2.49,87%,79%
65400,2010,$9.99,83%,
65500,2010,$1.24,56%,63%
65530,2012,$3.74,59%,55%
65540,2001,$2.49,91%,81%
65560,2011,$0.99,47%,43%
65600,2011,$2.49,50%,
65610,2011,$3.74,39%,
65710,2009,,83%,
65730,2011,$3.99,56%,70%
65740,2012,$6.59,46%,60%
65780,2011,$1.99,74%,
65790,2011,$0.99,78%,
65800,2011,$2.99,92%,81%
65930,2013,$3.99,69%,66%
65980,2014,$9.99,58%,81%
67000,2010,$1.39,73%,
67370,2012,$5.99,91%,77%
70000,2011,$0.99,83%,53%
70100,2010,$0.49,65%,
70110,2010,$0.49,58%,
70120,2011,$0.49,34%,
70200,2010,$7.99,73%,
70210,2010,$14.99,82%,
70300,2010,$1.24,96%,81%
70400,2010,$3.99,96%,82%
70420,2011,$1.99,74%,62%
70500,2010,$0.99,75%,
70600,2011,$2.24,87%,66%
70620,2011,$1.49,80%,
70640,2011,$1.19,84%,
70650,2011,$1.19,55%,73%
70660,2011,$1.19,48%,
70900,2010,$7.99,82%,
71000,2012,$11.99,77%,70%
71110,2010,$0.99,,
71110,2010,$0.99,,
71111,2010,$0.99,,
71112,2010,$0.99,,
71113,2010,,,
71114,2010,$0.99,,
71115,2010,$0.99,,
71115,2010,$0.99,,
71116,2011,$0.99,,
71117,2011,$0.99,,
71118,2011,$0.99,,
71119,2011,$0.99,,
71120,2011,$0.99,,
71160,2011,$0.99,,
71161,2011,$0.99,,
71162,1989,,,
71163,1989,,,
71164,2011,$0.99,,
71165,2011,$0.99,,
71166,2011,$0.99,,
71167,2012,$0.99,,
71168,2011,$0.99,,
71230,2011,$7.99,85%,
71240,2011,$7.99,87%,
71250,2011,$7.99,89%,
71260,2011,$7.99,89%,
71310,,,,
71340,2011,$19.99,92%,77%
71390,2011,,71%,66%
72000,2012,$4.99,85%,78%
72200,2011,,81%,83%
72400,2010,$0.49,75%,
72500,2010,,46%,
72850,2011,$19.99,94%,94%
72900,2010,,64%,
73010,2011,$4.99,77%,70%
73020,2011,,74%,
73060,2012,,33%,58%
73170,2011,$2.49,89%,81%
73190,2011,$4.79,47%,70%
73210,2011,$2.49,61%,70%
73220,2011,$1.99,61%,63%
78000,2010,$1.24,95%,82%
80000,2011,$14.99,27%,48%
80200,2011,$4.99,78%,70%
80300,2010,$4.99,75%,
80310,2011,$2.99,89%,82%
80330,2012,$1.49,89%,80%
80340,2012,$1.49,93%,
80350,2012,$1.49,96%,
80360,2012,$2.99,95%,73%
90200,2010,$4.79,89%,
90400,2010,$4.49,83%,
90500,2010,,39%,
90800,,,,
91100,2011,$0.99,88%,73%
91200,2011,$1.99,86%,80%
91330,2012,$14.99,60%,55%
91600,2011,$2.49,89%,70%
91700,2011,$2.99,84%,
91800,2011,$4.99,90%,
91810,2011,$9.99,,
91900,2011,$9.99,84%,44%
92000,2011,$4.99,59%,64%
92100,2011,$1.99,61%,
92200,2011,,92%,
92210,2011,,81%,
92220,2011,,83%,
92300,2011,$4.99,69%,68%
92400,2011,$2.99,,
92400,2011,$2.99,,
92600,2011,$9.99,73%,67%
92700,2011,$9.99,29%,34%
92800,2011,$2.49,92%,84%
92900,2011,$0.74,51%,
93200,2011,$9.99,82%,79%
94000,2011,$3.99,54%,
94200,2011,$4.99,94%,81%
94300,2012,$0.99,88%,75%
94400,2014,$3.49,89%,81%
94500,1987,,88%,
94520,1983,,88%,
94530,1983,,89%,
94590,2011,$0.99,86%,63%
94600,1983,$2.99,73%,
94610,1983,$2.99,78%,
94620,2011,$2.99,91%,75%
95000,2013,,76%,73%
95300,2011,$1.99,76%,80%
95400,2014,$11.99,91%,83%
95700,2011,,93%,
95900,2011,$5.99,65%,65%
96000,2011,$1.24,87%,63%
96100,2016,$1.13,86%,
96200,2011,$7.49,61%,55%
96800,2012,$9.99,57%,54%
96900,2013,$2.99,,
97000,2011,$1.99,90%,72%
97100,2011,,76%,77%
97110,2001,$9.99,85%,87%
97120,2001,$9.99,87%,79%
97130,2004,$9.99,92%,81%
97330,2012,,87%,77%
98100,2011,$2.99,68%,62%
98200,2011,$2.99,82%,85%
98300,2012,$3.39,90%,71%
98400,2012,$1.49,82%,73%
98500,2011,$2.99,52%,57%
98600,2011,$5.99,78%,
98800,2011,$2.49,94%,79%
98900,2011,$1.49,61%,
99100,2011,$14.99,28%,49%
99120,2011,$4.99,62%,56%
99300,2011,$3.75,85%,76%
99400,2011,$4.99,48%,49%
99410,2012,$4.99,31%,
99700,2011,$1.99,88%,78%
99900,2011,,83%,64%
99910,2011,,80%,
100400,2012,$44.99,69%,
100980,2012,,90%,
102200,2011,$9.99,74%,69%
102400,2011,$9.99,,70%
102500,1983,,88%,81%
102600,2011,$2.49,96%,83%
102810,2011,$9.99,82%,
102840,2012,$2.49,81%,72%
102850,2012,$2.49,70%,
104000,2011,$4.99,73%,
104020,2012,$4.99,69%,
104100,2011,$1.99,65%,
104200,2011,$1.99,84%,
104600,2011,$0.49,79%,
104900,2013,$0.99,75%,
105000,2012,$0.99,75%,72%
105100,2011,$5.99,45%,69%
105300,2011,$1.99,71%,81%
105420,2013,$2.49,79%,
105450,2012,$39.99,90%,81%
105600,2011,$4.99,97%,83%
105700,2011,$0.99,60%,75%
105800,2012,$2.99,79%,81%
107100,2011,$2.99,95%,86%
107200,2011,$4.99,91%,74%
107300,2011,$0.74,83%,
107310,2011,$0.74,92%,78%
107410,,$7.49,90%,74%
107600,2011,$2.49,94%,82%
107800,2011,,91%,81%
108110,2012,$2.09,32%,46%
108200,2012,$4.99,90%,
108210,2011,,64%,
108500,2012,$2.24,88%,81%
108600,2013,$13.39,92%,
108700,2012,$2.99,70%,
108710,2012,$5.24,90%,83%
108800,2011,$7.49,84%,
109200,2011,$9.99,76%,
109500,2012,$4.99,58%,
109600,2013,,77%,74%
109700,2011,$19.99,64%,54%
110400,2011,$9.99,72%,59%
110500,2011,,66%,
110600,2011,$4.99,54%,
110610,2011,$4.99,73%,
110630,2012,$4.99,,
110800,2011,$5.99,85%,83%
111000,2011,$6.99,55%,
111010,2011,$9.99,63%,
111100,2012,$4.99,81%,
111300,2011,$9.99,,
111400,2011,$4.99,47%,
111600,2011,$1.99,84%,
111800,2011,$2.99,77%,72%
111900,2013,,23%,56%
112100,2011,$3.99,82%,75%
113020,2013,$2.99,90%,83%
113200,2011,$2.49,95%,84%
113400,2011,,63%,
113420,2011,,58%,71%
115100,2011,$2.49,93%,
115110,2012,$2.49,89%,80%
115120,2012,$3.74,84%,75%
115200,2011,$1.24,53%,73%
115210,2011,$0.99,67%,76%
115220,2011,$1.24,68%,66%
115300,2011,$19.99,87%,
115320,2012,$9.99,75%,76%
115800,2016,$12.49,84%,88%
116100,2014,$0.99,57%,
116120,2011,$0.99,81%,
200010,2012,$0.98,84%,77%
200020,2011,$4.99,40%,37%
200080,2010,$4.89,78%,
200080,2010,$4.89,78%,
200130,2011,$4.99,77%,
200150,,$23.99,51%,
200170,2012,$2.24,86%,73%
200190,2011,$9.99,58%,71%
200210,2012,,83%,82%
200230,2011,$0.99,63%,60%
200260,2012,$4.99,95%,91%
200350,,,,
200370,2012,$2.49,63%,60%
200390,2012,,52%,67%
200410,2012,$7.99,51%,57%
200490,2012,$2.59,65%,66%
200510,2012,$7.49,94%,89%
200550,2011,$2.99,38%,72%
200670,2011,$4.99,33%,63%
200710,2012,$7.49,93%,88%
200900,2011,$7.49,93%,83%
200910,2011,$4.99,86%,70%
200940,2012,,89%,
200960,2001,$7.99,93%,
200980,2003,$7.99,92%,
200990,2005,$7.99,,
201000,2006,$7.99,,
201010,2008,$7.99,93%,
201070,2012,,56%,
201210,2014,,73%,
201230,2011,,78%,83%
201270,2011,$7.49,91%,90%
201290,2011,$4.99,75%,87%
201420,2013,$1.49,84%,
201480,2011,$0.99,50%,64%
201490,2011,$2.99,16%,57%
201510,2011,$0.99,15%,23%
201570,2012,$0.99,75%,
201790,2012,$3.74,93%,83%
201810,2014,$5.99,90%,81%
201830,1989,,67%,54%
201870,2011,$6.59,85%,80%
202070,2012,,81%,65%
202130,2013,$4.99,44%,45%
202170,1989,,94%,80%
202200,2011,$9.99,76%,92%
202310,2012,$2.49,59%,72%
202370,2012,$0.97,62%,
202410,2012,$4.99,81%,
202530,2012,$9.99,42%,
202670,2011,$4.89,89%,
202690,2012,$14.99,96%,
202710,2011,$4.99,75%,76%
202730,2012,$9.99,85%,
202750,2012,$3.14,70%,73%
202860,2011,$0.99,45%,
202970,2012,$19.79,85%,74%
203140,2012,$3.99,91%,79%
203160,2013,$2.24,96%,86%
203210,2012,$3.24,90%,
203290,2015,,78%,
203350,2012,$0.51,82%,74%
203510,2012,$3.99,85%,
203560,2012,$4.99,79%,
203630,2012,$6.24,86%,71%
203650,2012,$9.99,76%,54%
203680,1984,,78%,62%
203750,2012,$2.99,85%,68%
203770,2012,,90%,82%
203810,1984,$2.49,75%,75%
203830,2012,$1.99,86%,75%
203990,2011,$2.39,88%,
204030,2011,$9.99,92%,83%
204060,2012,$1.59,77%,83%
204100,2012,$5.99,85%,87%
204120,2012,$4.99,89%,80%
204180,2012,$1.99,83%,81%
204220,2012,$9.99,71%,74%
204240,2013,$0.99,87%,74%
204300,2012,,84%,78%
204340,2012,$1.99,89%,74%
204360,2012,$2.99,96%,
204390,2012,$9.99,81%,62%
204440,2012,$3.39,84%,
204450,2013,$4.49,95%,79%
204530,2014,$1.94,93%,75%
204560,2012,$9.99,26%,51%
204580,2012,$0.74,,
204630,2014,$9.89,88%,
204760,2012,$2.99,27%,39%
204860,2012,$1.59,69%,57%
204880,2012,$13.19,93%,82%
204940,2012,$2.49,62%,73%
204960,1984,,52%,
205020,2014,$12.99,87%,70%
205060,2012,$6.99,59%,
205070,2012,$6.99,76%,
205070,2012,$6.99,76%,
205080,2013,$6.99,65%,74%
205090,2014,,50%,
205100,2012,$1.99,97%,91%
205190,2012,,91%,78%
205230,2012,$3.74,85%,64%
205270,2012,,,
205530,2012,$2.49,53%,69%
205550,2012,$4.99,62%,
205610,2012,$5.99,73%,
205650,2012,$3.99,78%,73%
205690,2012,$4.99,77%,
205710,2012,,79%,
205730,2012,$3.74,87%,76%
205810,2012,$3.74,61%,63%
205830,2012,$3.39,92%,
205840,2012,$0.99,82%,65%
205870,2012,$6.99,82%,
205910,2012,$1.49,91%,75%
205950,2012,$7.99,87%,
205990,2014,$4.99,69%,73%
206020,2012,$1.49,84%,
206040,2012,$1.49,,
206060,2012,$1.49,93%,
206190,2013,$1.99,97%,83%
206210,2012,,84%,
206250,2012,$2.49,67%,
206370,2012,$2.49,91%,83%
206410,2011,$2.49,,
206420,2013,$3.74,90%,86%
206440,2011,$1.99,96%,81%
206480,2012,,70%,
206500,2018,,84%,
206610,2012,$0.99,40%,
206690,2012,$4.99,82%,
206760,2012,$1.99,44%,38%
207000,2013,$0.99,51%,
207020,2012,$0.99,81%,
207040,2012,$1.99,81%,77%
207080,2012,$4.99,92%,
207140,,$3.74,93%,84%
207150,2012,$9.99,37%,74%
207170,2012,$5.09,94%,82%
207190,2012,$1.99,54%,59%
207230,2014,,73%,
207250,2012,$3.99,70%,74%
207320,2012,$4.49,94%,73%
207340,2016,,,
207350,2012,$4.99,94%,76%
207370,2012,$1.49,46%,
207380,2012,$2.99,85%,
207400,2012,$2.99,92%,
207420,2012,$1.49,70%,81%
207430,2012,$2.79,50%,
207490,2012,$4.99,93%,86%
207530,2012,$4.99,93%,80%
207570,2012,$1.99,80%,
207610,2012,$5.99,97%,82%
207650,2012,$2.49,56%,65%
207670,2012,$1.99,44%,
207690,2012,$2.99,95%,82%
207710,2012,$0.49,,
207730,2012,$3.99,32%,
207750,2012,$4.99,84%,75%
207930,2013,$2.49,68%,61%
208090,2014,,86%,72%
208110,2012,$3.99,62%,80%
208140,2012,$2.49,80%,77%
208200,2012,$4.99,85%,
208400,2012,$3.99,91%,76%
208460,2012,$14.99,27%,50%
208480,2012,,74%,80%
208500,2012,,92%,80%
208520,2013,$5.99,65%,
208580,2012,$3.49,93%,85%
208600,2012,$7.49,81%,
208620,2012,$3.39,63%,
208630,2012,$3.39,76%,
208640,2012,$3.39,87%,
208650,2015,$3.99,83%,
208670,2012,$9.99,79%,63%
208710,2012,$9.99,,
208730,2012,$14.99,71%,58%
208750,2015,$3.74,89%,78%
209000,2013,$4.99,87%,74%
209060,2014,$2.99,84%,66%
209080,2012,$4.99,90%,64%
209100,2012,,53%,48%
209120,2012,$2.59,55%,79%
209160,2014,$19.79,61%,68%
209190,2012,$0.99,88%,80%
209230,2012,$1.99,86%,
209270,1985,,68%,75%
209330,2012,$7.49,58%,54%
209340,,,,
209360,2012,$4.99,73%,
209370,2012,$4.99,93%,62%
209390,2012,,25%,
209520,1985,,64%,
209540,2013,$19.99,77%,66%
209610,2012,$9.99,54%,
209630,2013,$3.99,73%,70%
209650,2014,$19.79,63%,78%
209670,2012,$3.99,71%,44%
209690,2012,$4.99,63%,
209730,2012,$0.74,48%,
209750,2012,$3.74,51%,49%
209790,2012,$9.99,88%,70%
209830,2012,$14.99,85%,81%
209850,2013,$1.99,63%,
209870,2012,,75%,75%
209950,2012,$2.99,92%,
210170,2012,$3.99,69%,
210230,2012,$13.99,90%,
210230,2012,$13.99,90%,
210350,1987,,88%,
210490,2012,,,27%
210550,1985,,90%,
210770,2013,$3.74,90%,77%
210870,2013,,91%,67%
210950,2012,$9.99,89%,
210970,2016,$9.99,85%,87%
211010,2012,$4.99,83%,
211070,2012,$5.99,64%,69%
211120,2012,,68%,54%
211160,2012,$14.99,48%,
211180,2012,$4.99,92%,74%
211200,2012,$0.99,,
211201,2012,$0.99,,
211202,2012,$0.99,,
211203,2012,$0.99,,
211204,2012,$0.99,,
211205,2012,$0.99,,
211206,2012,$0.99,,
211207,2012,$0.99,,
211208,2012,$0.99,,
211209,2012,$0.99,,
211260,2012,$2.49,83%,74%
211280,2013,$2.99,58%,
211340,2012,$5.24,89%,
211360,2012,$7.99,82%,79%
211380,,,,
211400,2012,$3.74,79%,78%
211420,2012,,91%,85%
211440,2012,$4.99,85%,
211500,2013,,72%,
211580,2011,$4.99,51%,
211600,2012,$0.97,92%,92%
211740,2000,$0.97,94%,87%
211780,2002,$0.97,73%,56%
211800,2012,$3.99,75%,
211820,,$5.99,92%,81%
211900,2012,$4.99,80%,
211970,2012,$19.99,57%,
212010,2012,$1.99,75%,
212030,2012,$3.99,78%,
212050,2012,$2.99,91%,76%
212070,2013,,74%,75%
212110,2012,$0.69,72%,
212110,2012,$0.69,72%,
212160,2012,,69%,76%
212200,2012,,75%,
212390,2012,,72%,
212410,2012,$1.49,61%,
212480,2013,$4.99,93%,
212500,2012,,81%,86%
212630,2012,$4.99,67%,71%
212680,2012,$2.49,95%,84%
212700,2012,$1.19,50%,
212740,2017,,77%,77%
212780,2012,$9.99,66%,
212800,2010,,88%,
213030,2012,$1.99,85%,
213050,,,,
213330,2012,$4.99,93%,81%
213350,2012,$11.99,58%,73%
213610,2012,$9.99,87%,
213650,2012,,85%,
213670,2014,$7.49,97%,
213850,2013,,82%,
214050,,,,
214100,2012,$9.99,53%,60%
214130,2012,$9.99,67%,
214150,2012,$4.99,46%,83%
214170,2012,$0.71,88%,81%
214190,2014,,59%,69%
214250,2012,$3.74,67%,66%
214270,,,,
214340,2012,$0.99,88%,74%
214360,2012,$7.99,72%,59%
214400,,,,
214420,2015,,74%,
214490,2014,$9.99,92%,81%
214510,2012,$4.99,89%,80%
214550,2014,$1.74,80%,
214560,1989,$1.39,97%,91%
214570,2012,$3.99,77%,
214590,2012,$3.99,85%,
214610,2012,$3.99,85%,
214630,2012,,60%,
214700,2012,$2.49,60%,88%
214730,2013,$3.74,94%,68%
214770,2013,$3.74,93%,88%
214790,2012,$1.99,85%,
214830,2012,$2.49,86%,75%
214870,2012,$1.99,77%,64%
214910,2012,$9.99,52%,
214950,2013,$14.99,80%,76%
214970,2012,$2.99,86%,80%
215080,2014,,75%,76%
215100,2003,,74%,79%
215120,2012,,69%,
215160,2012,$4.99,91%,82%
215280,2017,,66%,76%
215390,2012,$39.99,,
215470,2012,$2.49,76%,67%
215490,,,,
215510,2012,$0.99,79%,74%
215530,2013,$1.49,83%,72%
215550,,$9.99,45%,
215630,2013,$3.99,68%,
215670,2012,$4.99,67%,69%
215690,2013,$2.99,77%,
215710,2013,$9.99,85%,73%
215770,2012,$0.49,52%,68%
215790,2012,$1.04,39%,61%
215830,2018,,74%,
215870,2013,,41%,
215930,2012,$2.79,75%,
216090,2013,$4.99,90%,
216110,2012,$0.59,80%,57%
216130,2012,$6.99,26%,53%
216150,2012,,69%,
216210,2012,$1.99,67%,67%
216260,2014,$19.99,89%,
216290,2012,$4.99,91%,72%
216670,2012,$6.99,92%,
216890,2012,$2.24,80%,
216910,2012,$1.49,72%,69%
216930,2012,$3.39,77%,
217100,2013,$0.67,47%,37%
217120,2015,$4.99,85%,
217140,2013,$1.49,66%,67%
217200,2013,$2.24,94%,
217270,2012,$1.59,69%,48%
217290,2010,$2.49,85%,76%
217690,2013,$2.99,62%,75%
217750,2013,,69%,
217790,2012,$1.99,76%,
217920,2013,$2.99,67%,52%
218020,2008,$1.49,88%,
218040,2007,$14.99,52%,
218060,2013,$10.49,92%,85%
218090,2012,$1.49,79%,84%
218230,2012,,81%,84%
218410,2012,$14.99,95%,
218510,2012,$1.99,73%,
218620,2013,$0.99,89%,79%
218640,2012,$1.49,80%,59%
218660,2012,$5.99,78%,
218680,2012,$4.99,93%,75%
218700,2013,$4.75,70%,
218740,2012,$1.99,84%,63%
218760,2017,$9.99,89%,
218820,2014,$9.99,70%,76%
219070,2012,$3.49,,
219150,2012,$1.99,97%,85%
219190,2013,$3.24,89%,
219200,2013,$3.24,81%,
219340,2013,,73%,67%
219640,2012,$4.99,82%,79%
219680,2013,$9.99,74%,80%
219700,2014,,64%,
219740,,$2.49,96%,79%
219760,2004,$0.71,52%,73%
219780,2012,$1.99,84%,
219830,2013,,84%,81%
219890,2013,$4.99,95%,82%
219910,2012,$1.99,89%,75%
219950,2012,$7.99,85%,
219990,,$4.99,93%,83%
220090,2013,$3.49,87%,72%
220160,2013,$4.99,77%,85%
220200,,$9.99,94%,88%
220240,2012,$5.99,90%,88%
220260,2013,$8.99,91%,
220420,2012,$13.99,,
220440,2013,$7.49,93%,85%
220460,2012,$0.59,81%,
220660,2013,$29.99,44%,61%
220700,2012,$10.49,94%,
220740,2012,$1.99,91%,78%
220780,2012,$1.99,94%,77%
220820,2012,$1.99,82%,
220860,2012,$0.99,83%,76%
220900,2013,$4.99,63%,
220960,2012,$49.99,,
220980,1985,,72%,
221020,2012,$3.74,26%,
221040,2013,$7.49,80%,69%
221100,2018,$26.99,71%,
221180,2014,$14.99,90%,
221260,2012,$3.74,94%,68%
221380,2013,$19.99,95%,68%
221540,2014,$3.74,85%,81%
221640,2012,$0.74,96%,88%
221680,2016,$14.99,91%,
221810,2013,$3.74,87%,68%
221830,2012,$4.99,83%,73%
221910,2013,$7.49,92%,88%
222140,2012,$7.99,72%,
222160,2012,$0.54,63%,
222180,2015,$2.99,,55%
222320,,,,
222420,2014,$14.99,89%,
222440,2015,$7.49,94%,
222480,2013,$6.89,85%,77%
222500,2016,,,
222520,2007,,66%,
222606,2013,$7.99,,
222618,2013,$7.99,79%,
222640,2013,$15.99,74%,72%
222660,2013,$2.49,84%,
222730,2013,$2.49,78%,75%
222750,2013,$4.99,87%,80%
222860,1985,,,
222880,2014,$7.49,91%,74%
222940,2013,$4.99,90%,
222980,2012,$2.99,86%,
223000,2012,$3.39,85%,
223100,2016,$3.99,58%,54%
223220,2012,$1.49,77%,77%
223280,2013,$4.99,89%,
223280,2013,$4.99,89%,
223330,2012,$2.99,75%,
223410,2014,,72%,
223430,2012,$3.49,34%,52%
223450,2013,$14.99,76%,80%
223470,2012,$0.99,96%,59%
223490,2014,$9.99,46%,
223490,2014,$9.99,46%,
223510,2012,$2.99,76%,76%
223630,1985,,60%,74%
223710,2013,,86%,
223730,2012,$9.99,86%,80%
223750,2018,,85%,
223810,2013,$4.49,89%,
223830,,$6.24,88%,77%
223850,,$8.99,93%,
224000,2018,,75%,
224040,2014,$2.49,79%,
