,appid,name,developer,publisher,positive,negative,average_playtime_from_2009,initialprice,languages,genre,release_year,Korean,indie,discount,positive_ratio,price_group
16891,1073280,Spy Tactics,Evgenii Gubanov,Evgenii Gubanov,16,3,0.0,3531,"English, Russian",Casual,2019,0,1,0,0.8421052631578947,만원이하
16892,1073490,Monster X Monster,VanGame,VanGame,131,28,0.0,3531,"English, Simplified Chinese, Traditional Chinese",Adventure,2019,0,1,0,0.8238993710691824,만원이하
16893,1073610,Miss Cat,COOPI  studio,COOPI  studio,20,0,0.0,1169,"Simplified Chinese, English",Adventure,2019,0,1,0,1.0,만원이하
16894,1073790,The Astrolarix,Artificer Creator,Artificer Creator,1,0,0.0,3531,"English, Spanish - Spain, Spanish - Latin America",Adventure,2019,0,1,0,1.0,만원이하
16895,1073810,Shapik: The Moon Quest,"Paul Podberezko, Daniil Naletov, Alexander Ahura, Haim Schnitzer",Rapid Snail,166,5,0.0,9436,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Portuguese - Brazil, Hungarian, Vietnamese, Greek, Danish, Spanish - Latin America, Traditional Chinese, Simplified Chinese, Korean, Dutch, Norwegian, Polish, Portuguese, Romanian, Russian, Thai, Turkish, Ukrainian, Finnish, Czech, Swedish, Japanese",Adventure,2020,1,1,0,0.9707602339181286,만원이하
16896,1073820,"Love, Sam",Korean Linguistics Lab,Korean Linguistics Lab,180,10,2.0,3531,English,Adventure,2019,0,1,0,0.9473684210526315,만원이하
16897,1073840,Nocked! True Tales of Robin Hood,Andrew G. Schneider,Andrew G. Schneider,53,4,0.0,23608,English,Adventure,2019,0,1,0,0.9298245614035088,2만원~ 3만원
16899,1073910,Before We Leave,Balancing Monkey Games,Team17,686,163,9.0,23608,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian, Simplified Chinese, Turkish",Casual,2021,0,1,1,0.8080094228504122,2만원~ 3만원
16900,1074070,Dust to the End,"Haojoy Game, Zjoy Game",2P Games,690,121,23.0,14160,"English, Simplified Chinese, Russian, Spanish - Spain, Spanish - Latin America",Adventure,2021,0,1,0,0.8508014796547472,만원~2만원
16901,1074170,SELF,doBell,indienova,172,43,0.0,5893,"Simplified Chinese, English, Japanese, Traditional Chinese",Adventure,2020,0,1,0,0.8,만원이하
16902,1074180,Smart City Plan,Ambiera,Ambiera,66,34,0.0,18884,"English, French, German, Russian, Spanish - Spain, Spanish - Latin America",Simulation,2020,0,0,0,0.66,만원~2만원
16903,1074220,The Cult: Marduk's Longest Night,Neon Sloth Studio,Neon Sloth Studio,23,2,0.0,7074,"English, Italian, German, Russian",Adventure,2019,0,1,0,0.92,만원이하
16904,1074370,Spherecraft,Daniel Rychl첵,Fungamesvr,21,21,0.0,2350,English,Casual,2019,0,1,0,0.5,만원이하
16905,1074390,Scikor - Final Scale,Rob Scik흲r,Scik흲r Games,5,0,0.0,4712,"English, Portuguese - Brazil",Action,2020,0,1,0,1.0,만원이하
16906,1074520,A Sceptic's Guide to Magic,Pilgrim Adventures,GrabTheGames,45,2,0.0,5893,English,Adventure,2019,0,1,1,0.9574468085106383,만원이하
16907,1074530,Goto Family's- ''The Island Murder Case'',?녴걮?? YUSIMA,?녴걮?? YUSIMA,11,3,0.0,2350,"English, Japanese",Adventure,2019,0,1,0,0.7857142857142857,만원이하
16908,1074610,COLLAPSED,Glaive Games,Glaive Games,129,49,0.0,17703,"English, Russian, French, Italian, German, Spanish - Spain, Simplified Chinese, Portuguese - Brazil",Action,2019,0,1,0,0.7247191011235955,만원~2만원
16909,1074620,Adore,Cadabra Games,Cadabra Games,254,21,0.0,17703,"English, Portuguese, Portuguese - Brazil",Action,2020,0,1,0,0.9236363636363636,만원~2만원
16910,1074840,Grindzones,"Odnako Games, Mihan0id",KishMish Games,3,14,0.0,2350,English,Action,2019,0,1,0,0.17647058823529413,만원이하
16911,1074860,Click Defense,Click Defense,Click Defense,1,0,0.0,1169,English,Casual,2019,0,1,0,1.0,만원이하
16912,1075080,Falcon Age,Outerloop Games,Outerloop Games,100,30,0.0,23608,"English, French, German, Spanish - Spain",Action,2020,0,1,0,0.7692307692307693,2만원~ 3만원
16913,1075190,A Game of Thrones: The Board Game - Digital Edition,Dire Wolf,Asmodee Digital,930,334,0.0,23608,"English, French, Italian, German, Spanish - Spain",Strategy,2020,0,0,0,0.7357594936708861,2만원~ 3만원
16914,1075200,TOHU,Fireart Games,The Irregular Corporation,209,20,0.0,17703,"English, French, Italian, German, Spanish - Spain, Simplified Chinese, Polish, Russian, Japanese, Portuguese - Brazil, Korean, Turkish",Adventure,2021,1,1,0,0.9126637554585153,만원~2만원
16915,1075370,Skywalk,Liebe Rene,Liebe Rene,23,5,0.0,1169,"English, Russian",Action,2019,0,1,0,0.8214285714285714,만원이하
16916,1075980,NinNinDays,"qureate, iMel Inc.","qureate, DLsite",406,24,0.0,15341,"English, Simplified Chinese, Traditional Chinese, Japanese",Adventure,2019,0,1,0,0.9441860465116279,만원~2만원
16917,1076020,Viro Move,FIT REALITY,FIT REALITY,15,0,0.0,29513,English,Sports,2021,0,0,0,1.0,2만원~ 3만원
16918,1076070,Alice and You in the planet of numbers,"Mindware Co.,Ltd.","Mindware Co.,Ltd.",18,0,0.0,8255,"English, Japanese",Action,2021,0,1,0,1.0,만원이하
16919,1076140,Super Indie Square,Eternal One Games,Eternal One Games,22,0,0.0,4712,English,Action,2019,0,1,0,1.0,만원이하
16920,1076160,Command: Modern Operations,Command Development Team,Slitherine Ltd.,612,115,110.0,94468,English,Simulation,2019,0,0,0,0.8418156808803301,6만원 이상
16921,1076200,Roguebook,Abrakam Entertainment SA,Nacon,1685,296,64.0,29513,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese",Adventure,2021,1,1,0,0.8505805148914689,2만원~ 3만원
16922,1076210,Who wants to strip this babe? Hentai Streamer Girl,Feodosiy,Feodosiy,89,15,0.0,1169,"English, Russian",Casual,2019,0,1,0,0.8557692307692307,만원이하
16923,1076230,OmniFootman,WT Studio,WT Studio,103,18,0.0,15341,"English, Simplified Chinese, Russian",Action,2019,0,1,0,0.8512396694214877,만원~2만원
16924,1076300,The Battles of Spwak,"CM, Vinicius","CM, Vinicius",0,1,0.0,4712,English,Adventure,2019,0,1,0,0.0,만원이하
16926,1076450,Grimalkin: Solar Defense Force,Funatic Illuminations,Funatic Illuminations,2,0,0.0,9436,English,Action,2020,0,1,0,1.0,만원이하
16927,1076530,Drop,uora,uora,135,189,0.0,1169,English,Adventure,2019,0,1,0,0.4166666666666667,만원이하
16928,1076550,"SAMURAI SHODOWN V SPECIAL / ?듐깲?⒲궎?밤깞?ゃ긿?꾦쎏?밤깪?룔깵??""SNK CORPORATION"," Code Mystics""",SNK CORPORATION,370,28,0.0,11798,"English, Japanese, Spanish - Spain, Portuguese - Brazil",Action,2019,0,0,0,0.9296482412060302,만원~2만원
16929,1076600,Red Gate,uora,uora,47,147,0.0,4712,English,Action,2019,0,1,0,0.2422680412371134,만원이하
16930,1076610,Guardian of the future,Lotos Project,Lotos Project,14,1,0.0,11798,"English, Russian",Adventure,2021,0,1,0,0.9333333333333333,만원~2만원
16931,1076620,Svoboda 1945: Liberation,Charles Games,Charles Games,100,2,0.0,18884,"English, Czech, German",Adventure,2021,0,1,0,0.9803921568627451,만원~2만원
16932,1076640,Cricket Captain 2019,Childish Things Ltd,Childish Things Ltd,52,30,0.0,11798,English,Simulation,2019,0,0,0,0.6341463414634146,만원~2만원
16933,1076780,WordKiller: Revolution,Mihan0id,KishMish Games,4,5,0.0,2350,"English, Russian",Action,2019,0,1,0,0.4444444444444444,만원이하
16934,1076830,Quest For Wartorn Brotherhood,Croatian games republic,Tero Lunkka,7,4,0.0,2350,English,Adventure,2019,0,1,0,0.6363636363636364,만원이하
16936,1076920,Generals & Rulers,Hamsters Gaming,Hamsters Gaming,250,131,0.0,14160,"English, Russian, French, German, Spanish - Spain, Polish, Simplified Chinese, Turkish, Italian, Portuguese - Brazil, Ukrainian",Casual,2019,0,1,0,0.6561679790026247,만원~2만원
16937,1076940,Contract Work,Iterative Games,Iterative Games,4,0,0.0,5893,English,Action,2019,0,1,0,1.0,만원이하
16938,1077150,Planet Jump 2,NIK GAMES,Mikhail Lebedev,1,3,0.0,3531,"English, Russian",Action,2019,0,1,0,0.25,만원이하
16939,1077210,C.H.A.S.E.D.,RoseHoodGames,RoseHoodGames,16,6,0.0,3531,English,Action,2020,0,1,0,0.7272727272727273,만원이하
16940,1077290,SuperSmash: Physics Battle,LTTDY,LTTDY,531,38,0.0,5893,"English, Simplified Chinese",Action,2019,0,1,0,0.9332161687170475,만원이하
16941,1077430,There's a Butcher Around,Qianmo Interact,Qianmo Interact,284,39,0.0,1169,English,Casual,2019,0,1,0,0.8792569659442725,만원이하
16942,1077440,?←뎴?겻툔?랢ard Monsters: Dungeon,Cheese Games,Cheese Games,304,93,0.0,10617,Simplified Chinese,Adventure,2019,0,1,0,0.7657430730478589,만원~2만원
16943,1077520,The Light Remake,?棘?克棘勻 鬼筠?均筠橘,?棘?克棘勻 鬼筠?均筠橘,799,95,7.0,5893,"English, Russian, German, Simplified Chinese",Adventure,2020,0,1,0,0.8937360178970917,만원이하
16944,1077530,SUPER BUILD,MOONBEAR,MOONBEAR,193,29,0.0,17703,"English, French, Italian, German, Spanish - Spain, Japanese, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese",Casual,2019,0,1,1,0.8693693693693694,만원~2만원
16945,1077550,Jump with Friends,DoriTeam,BekkerDev Studio,41,28,0.0,3531,"English, Russian",Adventure,2019,0,1,0,0.5942028985507246,만원이하
16946,1077890,Catch a Duck,"Sleepwalking Potatoes, All Those Moments",Sleepwalking Potatoes,46,14,0.0,5893,English,Action,2019,0,1,0,0.7666666666666667,만원이하
16947,1077970,Dry Drowning,"Studio V, VLG","Leonardo Interactive, WhisperGames",279,52,0.0,23608,"English, Italian, Simplified Chinese, Japanese, Korean, German",Adventure,2019,1,1,0,0.8429003021148036,2만원~ 3만원
16948,1078040,BRG's Red Riding Hood,Brave Rock Games,Brave Rock Games,1,0,0.0,2350,"English, Italian, Spanish - Spain, French",Adventure,2014,0,0,0,1.0,만원이하
16949,1078060,BRG's The Stonecutter,Brave Rock Games,Brave Rock Games,1,1,0.0,3531,"English, French",Adventure,2014,0,0,0,0.5,만원이하
16950,1078200,Spirits Abyss,Anthony Case,Caiysware,262,7,0.0,11798,English,Action,2020,0,1,1,0.9739776951672863,만원~2만원
16955,1078420,Critters for Sale,Sonoshee,Sonoshee,383,11,0.0,11798,"English, Spanish - Spain, Hungarian, Portuguese, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese",Action,2021,0,1,0,0.9720812182741116,만원~2만원
16957,1078490,Seed Hunter ?롦틦,Wolf Knight,2P Games,236,95,0.0,10617,"Simplified Chinese, Traditional Chinese, English, Japanese",Action,2020,0,1,0,0.7129909365558912,만원~2만원
16958,1078510,Alluris,562 Interactive,562 Interactive,149,13,4.0,11798,English,Adventure,2019,0,0,0,0.9197530864197531,만원~2만원
16959,1078520,Ghost Stories,AK Studio,AK Studio,51,15,0.0,3531,"English, Russian",Action,2019,0,1,0,0.7727272727272727,만원이하
16960,1078590,?싧뭘曆길툓 The Illusory abyss,BZKG Games,BZKG Games,1,0,0.0,1169,Simplified Chinese,Adventure,2019,0,1,0,1.0,만원이하
16961,1078760,Motorcycle Mechanic Simulator 2021,Play2Chill S.A.,"PlayWay S.A., Play2Chill S.A.",221,62,0.0,23608,"English, French, German, Spanish - Spain, Traditional Chinese, Simplified Chinese, Japanese, Polish, Russian, Turkish, Portuguese - Brazil, Vietnamese, Dutch, Portuguese",Casual,2021,0,1,0,0.7809187279151943,2만원~ 3만원
16962,1079000,Ord.,"Mujo Games, Stuffed Wombat",Mujo Games,167,10,0.0,2350,"English, French, German, Spanish - Spain, Japanese, Russian",Adventure,2019,0,1,0,0.943502824858757,만원이하
16963,1079160,Touhou Kikeijuu ~ Wily Beast and Weakest Creature.,訝딀돈?㏂꺁?밧뭘與귛썵,"Mediascape Co., Ltd.",837,21,1.0,17703,Japanese,Action,2019,0,1,0,0.9755244755244755,만원~2만원
16964,1079200,Piko Piko,Marquet,Degica,64,15,0.0,11798,"English, French, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Simplified Chinese",Action,2019,1,1,0,0.810126582278481,만원~2만원
16965,1079210,Spark the Electric Jester 2,Feperd Games,Feperd Games,241,33,4.0,23608,English,Action,2019,0,0,0,0.8795620437956204,2만원~ 3만원
16966,1079230,Himno - The Silent Melody,David Moralejo S찼nchez,GrabTheGames,113,3,0.0,14160,"English, Spanish - Spain, French, Italian, German, Japanese, Portuguese, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Turkish, Korean",Action,2021,1,0,1,0.9741379310344828,만원~2만원
16967,1079260,Fireworks Mania - An Explosive Simulator,Laumania ApS,Laumania ApS,1881,57,3.0,14160,"English, French, Italian, German, Spanish - Spain, Bulgarian, Danish, Dutch, Japanese, Korean, Norwegian, Polish, Russian, Simplified Chinese, Turkish, Vietnamese, Czech",Action,2020,1,1,0,0.9705882352941176,만원~2만원
16968,1079310,Elemental Girls,Zloy Krot Studio,IR Studio,165,33,1.0,1169,English,Casual,2019,0,1,0,0.8333333333333334,만원이하
16969,1079320,Dragon Extinction,Xefier Games Inc.,Xefier Games Inc.,66,16,0.0,17703,English,Action,2020,0,1,0,0.8048780487804879,만원~2만원
16970,1079340,homicide,KiKi,KiKi,0,15,0.0,2350,"English, Not supported, Simplified Chinese",Action,2019,0,1,0,0.0,만원이하
16971,1079440,Bad Business,Hut 90,Hut 90,16,7,0.0,1169,English,Action,2019,0,1,0,0.6956521739130435,만원이하
16972,1079610,Counterspell,PunchButton Studios,PunchButton Studios,4,0,0.0,11798,English,Action,2019,0,0,0,1.0,만원~2만원
16973,1079620,Infinity: Battlescape,"I-Novae Studios, LLC","I-Novae Studios, LLC",388,85,1.0,41323,"English, German, Simplified Chinese, Russian, French",Action,2019,0,1,0,0.8202959830866807,4만원~5만원
16974,1079630,Death Jump,Tamerlan Satualdypov,?龜?棘,57,11,0.0,2350,"English, Russian",Casual,2019,0,1,1,0.8382352941176471,만원이하
16975,1079800,Pistol Whip,Cloudhead Games ltd.,Cloudhead Games ltd.,2588,178,1.0,35418,English,Action,2019,0,1,0,0.935647143890094,3만원~4만원
16976,1079830,Cris Tales,"Dreams Uncorporated, SYCK",Modus Games,169,96,0.0,47228,"English, French, German, Japanese, Simplified Chinese, Spanish - Latin America, Italian, Korean, Russian, Traditional Chinese, Portuguese",Action,2021,1,0,0,0.6377358490566037,4만원~5만원
16977,1079870,Otiiz's adventure 2,BXTT studio,BXTT studio,0,1,0.0,8255,"English, Traditional Chinese",Casual,2019,0,1,0,0.0,만원이하
16978,1079940,Hippocampus: Dark Fantasy Adventure,Bad Vices Games,ValkyrieInitiative,21,14,0.0,14160,"English, French, Italian, German, Spanish - Spain, Russian, Simplified Chinese",Action,2020,0,1,0,0.6,만원~2만원
16979,1080110,F1 2020,Codemasters,"Codemasters, Electronic Arts",34558,2450,42.0,70848,"English, French, Italian, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Russian, Dutch, Simplified Chinese",Racing,2020,0,0,0,0.9337980977086036,6만원 이상
16980,1080120,FinalAdventure,Dupeyron,Dupeyron,6,1,0.0,11798,"English, Not supported, French",Adventure,2019,0,1,0,0.8571428571428571,만원~2만원
16981,1080130,QuietMansion2,K App.,K App.,31,12,0.0,3531,"English, Japanese",Action,2019,0,1,0,0.7209302325581395,만원이하
16982,1080240,It's Raining Fists and Metal,"Marco Amadei, Riccardo Ricci",Corvostudio di Amadei Marco,3,0,0.0,4712,"English, Italian, Spanish - Spain, Traditional Chinese, Japanese, Russian",Action,2019,0,1,0,1.0,만원이하
16983,1080330,Super Mega Space Blaster Special,Bare Knuckle Development,Bare Knuckle Development,21,0,0.0,1169,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese, Russian, Simplified Chinese",Action,2019,1,1,0,1.0,만원이하
16985,1080370,Dive with Sylvia VR,Cascade Game Foundry SPC,Cascade Game Foundry SPC,2,2,0.0,5893,English,Casual,2019,0,0,0,0.5,만원이하
16986,1080490,Georifters,Busy Toaster,Busy Toaster,7,0,0.0,9436,"English, Simplified Chinese, Traditional Chinese, Portuguese - Brazil, French, Italian, German, Spanish - Spain, Japanese",Action,2020,0,1,0,1.0,만원이하
16987,1080630,Hero Express,Fantastico Studio,Fantastico Studio,15,2,0.0,5893,English,Adventure,2019,0,1,0,0.8823529411764706,만원이하
16988,1080750,Mutazione,Die Gute Fabrik,Akupara Games,509,14,0.0,23608,"English, Danish, French, Italian, German, Dutch, Portuguese - Brazil, Spanish - Spain, Japanese, Korean, Russian, Simplified Chinese, Traditional Chinese, Turkish, Arabic",Adventure,2019,1,1,0,0.9732313575525813,2만원~ 3만원
16989,1080780,reYal,xrrawva,xrrawva,16,7,0.0,2350,English,Adventure,2019,0,1,0,0.6956521739130435,만원이하
16990,1080790,Jack-In-A-Castle,Nemlei,Nemlei,28,0,0.0,3531,English,Adventure,2019,0,1,0,1.0,만원이하
16991,1080930,The Incredible Adventures of Super Panda,"Chaos Rift Entertainment, LLC",Deverydoo,7,3,0.0,8255,English,Action,2019,0,1,0,0.7,만원이하
16992,1080950,Kaos,Konundrum Interactive,Konundrum Interactive,1,0,0.0,11798,English,Action,2019,0,0,0,1.0,만원~2만원
16993,1080990,?쇾틟??竊싨삜令뷰툔?꾥?鼇 / Ballade2: the Celestial Promise,286studio,286studio,72,5,0.0,7074,"English, Not supported, Simplified Chinese, Traditional Chinese",Adventure,2019,0,1,0,0.935064935064935,만원이하
16994,1081040,Twin Peaks VR,Revog Games,"Showtime, Ron Revog",29,11,0.0,11798,English,Adventure,2019,0,1,0,0.725,만원~2만원
16995,1081100,Insurgence - Second Assault,Platonic Game Studio,YSY Softworks,20,0,0.0,9436,English,Action,2020,0,1,1,1.0,만원이하
16996,1081110,Milly the dog,Vial games,Vial games,2,4,0.0,3531,"English, Spanish - Spain, Spanish - Latin America",Adventure,2019,0,1,0,0.3333333333333333,만원이하
16997,1081140,Zombies war,Nico,Nico,2,6,0.0,2350,English,Action,2019,0,1,0,0.25,만원이하
16998,1081260,Crisis of the Middle Ages,OrgAction LLC,OrgAction LLC,9,1,0.0,2350,English,Casual,2019,0,1,0,0.9,만원이하
16999,1081320,Aura,Zindeaxx Games,Zindeaxx Games,1,1,0.0,1169,English,Adventure,2019,0,1,0,0.5,만원이하
17000,1081490,Hyper Bit Chasm,Michael Johnson,Michael Johnson,7,0,0.0,4712,English,Action,2019,0,1,0,1.0,만원이하
17001,1081500,Side Decide,Blue Volcano Studio,Blue Volcano Studio,3,1,0.0,5893,"English, French, Italian, German, Spanish - Spain, Arabic, Japanese, Portuguese - Brazil, Russian, Simplified Chinese, Korean, Turkish",Casual,2021,1,1,0,0.75,만원이하
17002,1081510,She Sees Red - Interactive Movie,Rhinotales,Rhinotales,1949,545,1.0,9436,"English, French, Italian, German, Spanish - Spain, Korean, Polish, Portuguese, Russian, Turkish, Czech, Japanese, Simplified Chinese, Thai, Vietnamese, Arabic, Hungarian, Portuguese - Brazil, Traditional Chinese",Adventure,2019,1,1,0,0.7814755412991179,만원이하
17003,1081560,GOLD EXPRESS,DAWN STUDIO,DAWN STUDIO,380,171,0.0,17703,"English, Simplified Chinese, French, Russian, German",Action,2019,0,1,0,0.6896551724137931,만원~2만원
17004,1081590,Quest? Quest!,Matthew Bradshaw,Matthew Bradshaw,24,5,0.0,10617,English,Adventure,2020,0,1,0,0.8275862068965517,만원~2만원
17006,1081710,Most Correct Football Simulator,Kiddy,Kiddy,28,18,0.0,1169,English,Action,2019,0,1,0,0.6086956521739131,만원이하
17007,1081720,Robo Run,cBlck,cBlck,1,5,0.0,1169,English,Adventure,2019,0,1,0,0.16666666666666666,만원이하
17008,1081760,BAFF,Blender Games,Blender Games,15,15,0.0,2350,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Portuguese - Brazil, Hungarian, Vietnamese, Greek, Danish, Spanish - Latin America, Traditional Chinese, Simplified Chinese, Korean, Dutch, Norwegian, Polish, Portuguese, Romanian, Russian, Thai, Turkish, Ukrainian, Finnish, Czech, Swedish, Japanese",Casual,2019,1,1,0,0.5,만원이하
17009,1081850,Artemis: God-Queen of The Hunt,James Leakos,James Leakos,24,16,0.0,9436,English,Action,2019,0,1,0,0.6,만원이하
17010,1081880,閭삡벙?끻틭 / Death Inn,艅쇿뀎歷멩닆,艅쇿뀎歷멩닆,42,7,0.0,4712,Simplified Chinese,Adventure,2019,0,1,0,0.8571428571428571,만원이하
17011,1081910,Fancy Skiing: Speed,Hash Technology,Hash Technology,1,2,0.0,11798,English,Adventure,2019,0,0,0,0.3333333333333333,만원~2만원
17012,1081960,Il Sole e la Luna,UNGame Productor,UNGame Productor,2,0,0.0,2350,Italian,Action,2019,0,1,0,1.0,만원이하
17013,1082110,HentaiNYA,Zloy Krot Studio,Zloy Krot Studio,26,8,0.0,1169,English,Casual,2019,0,1,0,0.7647058823529411,만원이하
17014,1082180,TT Isle of Man Ride on the Edge 2,KT Racing,Nacon,683,170,84.0,47228,"English, French, Italian, German, Spanish - Spain, Simplified Chinese, Traditional Chinese, Korean, Japanese, Polish, Portuguese - Brazil, Russian",Racing,2020,1,0,0,0.8007033997655334,4만원~5만원
17015,1082200,ASTRO: The Beginning,BigGame Studio,BigGame Publishing,1,2,0.0,11798,"English, Russian, Traditional Chinese, French, German, Spanish - Spain, Japanese, Polish, Turkish",Action,2021,0,1,0,0.3333333333333333,만원~2만원
17016,1082430,Before Your Eyes,GoodbyeWorld Games,Skybound Games,5841,89,2.0,11798,"English, French, German, Spanish - Spain, Japanese, Korean, Simplified Chinese, Traditional Chinese",Adventure,2021,1,1,1,0.9849915682967959,만원~2만원
17018,1082470,Mystery Case Files: Key to Ravenhearst Collector's Edition,Eipix Entertainment,Big Fish Games,22,0,0.0,11798,English,Adventure,2019,0,0,0,1.0,만원~2만원
17019,1082480,Buzz Kill Zero,Kaleb Parham,KaPa ENT,1,0,0.0,11798,English,Action,2019,0,1,0,1.0,만원~2만원
17020,1082650,Link the Animals,Wesoft Solutions,Wesoft Solutions,6,6,0.0,1169,English,Casual,2019,0,1,1,0.5,만원이하
17021,1082680,The Walking Dead Onslaught,Survios,Survios,319,487,0.0,35418,English,Action,2020,0,1,0,0.3957816377171216,3만원~4만원
17022,1082700,Dinosaur Shakespeare: To Date or Not To Date?,Stegalosaurus Game Development,Stegalosaurus Game Development,0,1,0.0,11798,English,Adventure,2020,0,1,1,0.0,만원~2만원
17023,1082710,Bug Fables: The Everlasting Sapling,Moonsprout Games,DANGEN Entertainment,2827,50,8.0,23608,"English, Spanish - Latin America, Japanese, Portuguese - Brazil",Action,2019,0,1,0,0.9826207855404936,2만원~ 3만원
17024,1082720,Click Legends,Mad Labyrinth Studios LLC,Mad Labyrinth Studios LLC,13,12,0.0,3531,English,Adventure,2019,0,1,0,0.52,만원이하
17026,1082780,ADM 2(WHEN WORLDS COLLIDE),SMARTOLIVEGAMES LTD,SMARTOLIVEGAMES LTD,0,2,0.0,9436,"English, French, German, Spanish - Spain, Japanese, Korean, Polish, Russian, Simplified Chinese",Action,2019,1,1,0,0.0,만원이하
17027,1082890,Viking Vengeance,Lowpoly Interactive,Lowpoly Interactive,60,41,0.0,23608,English,Action,2021,0,1,0,0.594059405940594,2만원~ 3만원
17028,1082930,The Signifier Director's Cut,Playmestudio,Raw Fury,129,21,0.0,23608,"English, French, German, Spanish - Spain, Russian, Portuguese - Brazil",Adventure,2020,0,1,0,0.86,2만원~ 3만원
17029,1082990,D.A.M.A.G.E,Damage Team,Droid Riot,0,3,0.0,2350,English,Casual,2019,0,1,1,0.0,만원이하
17030,1083000,The Last Town,"Shenzhen Arabian Nights Technology Co.,Ltd","Shenzhen Arabian Nights Technology Co.,Ltd",0,4,0.0,1169,"English, Simplified Chinese",Adventure,2019,0,1,0,0.0,만원이하
17031,1083070,Sapper - Defuse The Bomb Simulator,Live Motion Games,Gaming Factory S.A.,36,29,0.0,11798,"English, French, Italian, German, Spanish - Spain, Simplified Chinese, Polish, Russian, Japanese, Portuguese - Brazil, Turkish",Action,2021,0,0,0,0.5538461538461539,만원~2만원
17032,1083190,Disc Creatures,PICORINNE SOFT,DANGEN Entertainment,112,15,0.0,17703,"English, Japanese",Adventure,2019,0,1,0,0.8818897637795275,만원~2만원
17033,1083210,寧?뻼也녑?/Rune Girl,ADOG,DSGame,1007,447,3.0,1169,"Simplified Chinese, English, Traditional Chinese",Adventure,2019,0,1,0,0.6925722145804677,만원이하
17034,1083270,HeroOfMetal-Episode01,Blacksmith Game  Studio,Blacksmith Game  Studio,2,0,0.0,1169,English,Action,2019,0,1,0,1.0,만원이하
17035,1083310,OUTBUDDIES DX,Julian Laufer,Headup,146,52,2.0,21246,"English, French, German, Japanese, Korean, Russian, Simplified Chinese, Portuguese - Brazil",Action,2019,1,1,1,0.7373737373737373,2만원~ 3만원
17036,1083410,Coast team,Eddie,Eddie,1,6,0.0,1169,English,Action,2019,0,1,0,0.14285714285714285,만원이하
17037,1083430,Snow Jewels,Joyful Software,HH-Games,20,8,0.0,5893,"English, French, Italian, German, Spanish - Spain, Portuguese, Russian",Action,2019,0,1,0,0.7142857142857143,만원이하
17038,1083810,War Solution - Casual Math Game,YAW Studios,YAW Studios,31,2,0.0,3531,"English, Portuguese - Brazil",Action,2019,0,1,0,0.9393939393939394,만원이하
17039,1083820,Eternal Dread 2,Hitbear Studio,Hitbear Studio,64,10,0.0,11798,English,Action,2019,0,1,0,0.8648648648648649,만원~2만원
17040,1083850,Fantasy Hero Manager,Mykel Flynn,Mykel Flynn,7,13,0.0,8255,English,RPG,2019,0,0,0,0.35,만원이하
17041,1083870,CountryBalls Heroes,Innominate Games,Games Operators,179,17,0.0,17703,"English, French, German, Spanish - Spain, Polish, Russian, Simplified Chinese",Strategy,2021,0,0,0,0.9132653061224489,만원~2만원
17042,1084010,Bombuzal,Image Works,MIRROR Soft,2,4,0.0,8255,English,Strategy,1989,0,0,0,0.3333333333333333,만원이하
17044,1084080,Save Daddy Trump,"Tero Lunkka, BlackThug",Tero Lunkka,71,23,0.0,3531,English,Adventure,2019,0,1,0,0.7553191489361702,만원이하
17045,1084350,Fear of Dark,Perfect games,Perfect games,54,38,0.0,4712,"English, German, Russian, French, Italian, Spanish - Spain, Arabic, Traditional Chinese, Simplified Chinese, Korean, Dutch, Polish, Czech, Japanese",Action,2020,1,1,0,0.5869565217391305,만원이하
17046,1084360,Mister Burnhouse,Anatoliy Loginovskikh,Anatoliy Loginovskikh,11,1,0.0,1169,English,Adventure,2021,0,1,1,0.9166666666666666,만원이하
17048,1084560,Cumulus,"Kuro Star Light, Twisted Pixels",Kuro Star Light,1,0,0.0,5893,English,Casual,2019,0,1,0,1.0,만원이하
17049,1084710,Climbros,Toucan Studio,Art Games Studio S.A.,16,2,0.0,11798,English,Action,2020,0,1,0,0.8888888888888888,만원~2만원
17051,1084870,OSK - The End of Time,Diax Arts,Diax Arts,40,27,0.0,5893,English,Action,2019,0,1,0,0.5970149253731343,만원이하
17052,1084880,Ritbone,Lexip Games,Lexip Games,1,0,0.0,1169,English,Adventure,2019,0,1,0,1.0,만원이하
17053,1084930,Sack of Bots,Martijn Folmer,Martijn Folmer,14,2,0.0,1169,English,Action,2019,0,1,0,0.875,만원이하
